road_segment,road_category,day_of_week,hour_of_day,current_speed,avg_speed_last_15min,avg_speed_last_30min,weather_condition,is_peak_hour,future_speedband
Nicoll Highway,B,1,23,49.2,47.9,45.8,Clouds,0,6
Nicoll Highway,B,3,1,46.1,45.2,42.2,Haze,0,5
Bedok North Avenue 3,C,0,18,26.4,20.3,22.1,Clear,1,3
Central Expressway,Y,4,18,47.1,49.4,37.8,Clouds,1,6
Pan Island Expressway,Y,1,5,41.0,45.8,40.1,Thunderstorm,0,5
Ayer Rajah Expressway,Y,2,21,54.2,53.1,47.7,Rain,0,6
Tampines Expressway,Y,6,3,55.5,59.6,50.6,Rain,0,7
Ayer Rajah Expressway,Y,0,9,47.7,51.0,41.0,Clear,1,5
Tampines Avenue 10,B,0,15,29.2,29.9,36.1,Rain,0,4
Kallang Paya Lebar Expressway,Y,6,17,73.3,73.9,70.9,Clear,0,8
Upper Thomson Road,B,0,4,40.7,39.8,44.1,Drizzle,0,4
Ayer Rajah Expressway,Y,4,2,78.0,84.5,75.8,Clear,0,8
Bedok North Avenue 3,C,2,0,25.3,27.1,30.4,Rain,0,3
Clementi Avenue 3,C,3,9,18.0,15.9,22.5,Clear,1,2
Ayer Rajah Expressway,Y,1,10,66.4,63.6,67.8,Mist,0,7
Central Expressway,Y,5,15,39.9,45.1,40.1,Thunderstorm,0,4
Central Expressway,Y,0,10,46.0,40.2,54.2,Rain,0,5
Tampines Avenue 10,B,4,11,39.9,41.5,39.8,Haze,0,4
Seletar Expressway,Y,0,1,55.3,52.0,53.6,Drizzle,0,6
Upper Thomson Road,B,6,12,45.9,44.3,54.1,Mist,0,6
Pan Island Expressway,Y,0,5,55.7,52.5,59.5,Rain,0,6
Central Expressway,Y,2,16,72.7,72.9,75.0,Clouds,0,8
Kallang Paya Lebar Expressway,Y,6,10,69.5,70.5,72.3,Haze,0,7
Ayer Rajah Expressway,Y,5,6,41.2,43.9,47.1,Thunderstorm,0,5
Upper Thomson Road,B,3,13,43.1,41.4,41.6,Haze,0,5
Clementi Avenue 3,C,4,20,9.7,11.4,10.2,Thunderstorm,1,2
Ayer Rajah Expressway,Y,5,14,36.3,33.2,46.1,Thunderstorm,0,5
Tampines Avenue 10,B,4,18,26.1,30.0,27.4,Haze,1,4
Pan Island Expressway,Y,0,1,56.4,55.2,55.2,Rain,0,6
Tampines Expressway,Y,4,19,55.9,56.8,62.2,Haze,1,6
Clementi Avenue 3,C,0,15,34.8,34.0,38.8,Rain,0,4
Tampines Expressway,Y,4,15,54.4,52.1,59.0,Rain,0,6
Orchard Road,B,3,2,43.2,43.8,35.0,Haze,0,5
Bukit Timah Expressway,Y,0,4,75.0,77.9,67.1,Clear,0,8
Bedok North Avenue 3,C,5,9,34.9,34.4,29.9,Haze,0,4
Bedok North Avenue 3,C,4,22,28.1,30.5,24.6,Mist,0,3
Bedok North Avenue 3,C,5,23,35.8,33.9,38.4,Clouds,0,4
Tampines Expressway,Y,2,21,74.0,73.8,68.9,Clouds,0,8
Central Expressway,Y,3,3,61.7,62.3,62.1,Drizzle,0,7
Orchard Road,B,2,9,34.1,37.5,41.6,Clouds,1,4
Bukit Timah Expressway,Y,2,22,63.6,61.3,66.9,Mist,0,7
Tampines Expressway,Y,6,16,62.4,69.2,62.2,Drizzle,0,7
Orchard Road,B,1,6,33.2,32.9,36.9,Drizzle,0,4
Clementi Avenue 3,C,4,4,36.6,34.7,36.0,Haze,0,4
Ayer Rajah Expressway,Y,2,1,63.8,60.8,74.1,Haze,0,6
Woodlands Avenue 12,B,6,3,42.7,40.4,39.8,Mist,0,5
Kallang Paya Lebar Expressway,Y,2,9,42.4,43.0,39.5,Haze,1,5
Orchard Road,B,6,17,39.0,39.0,43.8,Haze,0,5
Ayer Rajah Expressway,Y,3,0,67.8,65.3,65.6,Drizzle,0,7
Woodlands Avenue 12,B,0,19,16.9,19.0,18.4,Rain,1,2
Woodlands Avenue 12,B,6,2,39.5,38.5,37.2,Haze,0,4
Woodlands Avenue 12,B,6,2,35.0,36.6,34.2,Mist,0,4
Pan Island Expressway,Y,6,22,65.5,64.9,63.9,Mist,0,6
Kallang Paya Lebar Expressway,Y,0,20,38.3,43.6,33.3,Haze,1,4
Clementi Avenue 3,C,4,21,40.0,33.6,39.4,Clear,0,4
Tampines Avenue 10,B,1,8,30.2,23.7,31.6,Clear,1,3
Bedok North Avenue 3,C,6,0,25.9,19.9,22.6,Drizzle,0,3
Pan Island Expressway,Y,0,13,36.8,39.2,33.5,Thunderstorm,0,4
Bedok North Avenue 3,C,0,7,24.1,26.5,26.7,Haze,1,3
Clementi Avenue 3,C,3,11,21.5,19.5,24.3,Thunderstorm,0,2
East Coast Parkway,Y,1,23,82.0,81.1,80.5,Clear,0,8
Tampines Avenue 10,B,3,6,43.3,43.4,40.8,Clouds,0,5
Kallang Paya Lebar Expressway,Y,2,19,32.9,27.7,31.6,Rain,1,4
Bukit Timah Expressway,Y,5,22,67.5,72.1,73.8,Haze,0,7
East Coast Parkway,Y,4,12,73.0,71.9,71.6,Clouds,0,7
Woodlands Avenue 12,B,1,7,27.2,30.1,29.8,Clouds,1,3
Tampines Avenue 10,B,6,0,40.5,39.3,31.0,Drizzle,0,4
Nicoll Highway,B,1,13,42.4,41.1,50.1,Drizzle,0,4
Kallang Paya Lebar Expressway,Y,4,11,74.7,71.6,81.6,Clouds,0,7
Bedok North Avenue 3,C,4,14,34.6,39.9,36.8,Clouds,0,4
Ayer Rajah Expressway,Y,4,10,51.1,45.8,39.8,Rain,0,5
Seletar Expressway,Y,2,14,42.3,42.2,50.5,Thunderstorm,0,5
Tampines Expressway,Y,2,8,48.9,51.6,48.1,Clear,1,5
Bukit Timah Expressway,Y,4,10,38.2,39.5,40.6,Thunderstorm,0,4
Kallang Paya Lebar Expressway,Y,3,6,37.9,33.3,48.0,Thunderstorm,0,4
Tampines Expressway,Y,5,8,65.9,65.4,61.6,Haze,0,6
Seletar Expressway,Y,0,2,67.0,76.0,76.5,Drizzle,0,8
Clementi Avenue 3,C,2,14,30.7,30.7,31.4,Mist,0,4
Seletar Expressway,Y,1,2,57.3,56.9,55.4,Mist,0,7
Clementi Avenue 3,C,4,22,35.5,31.6,37.2,Haze,0,4
Nicoll Highway,B,6,14,54.8,55.5,50.9,Haze,0,5
Woodlands Avenue 12,B,5,13,37.9,40.2,41.2,Clear,0,4
East Coast Parkway,Y,3,22,80.9,82.8,88.8,Clear,0,8
Orchard Road,B,5,12,39.3,35.9,41.3,Mist,0,4
Nicoll Highway,B,2,2,46.6,47.1,51.8,Clouds,0,5
East Coast Parkway,Y,3,5,41.0,32.4,40.6,Thunderstorm,0,4
Bukit Timah Expressway,Y,3,16,45.3,42.0,49.1,Rain,0,5
Nicoll Highway,B,3,21,49.3,51.2,57.4,Drizzle,0,5
Orchard Road,B,1,13,37.6,31.8,33.4,Haze,0,4
Woodlands Avenue 12,B,1,7,28.4,28.6,34.1,Mist,1,3
Orchard Road,B,5,18,37.3,38.5,39.7,Drizzle,0,5
Ayer Rajah Expressway,Y,5,3,67.9,70.3,67.7,Haze,0,7
Pan Island Expressway,Y,0,21,77.4,76.0,80.0,Haze,0,8
Clementi Avenue 3,C,0,5,24.2,25.9,27.2,Thunderstorm,0,3
Tampines Avenue 10,B,5,19,48.0,50.7,51.9,Clear,0,5
Pan Island Expressway,Y,5,20,62.4,62.3,59.2,Mist,0,7
Woodlands Avenue 12,B,1,0,36.5,36.9,40.2,Drizzle,0,4
Woodlands Avenue 12,B,2,14,40.0,39.5,41.1,Mist,0,5
Upper Thomson Road,B,2,8,30.5,35.8,31.2,Haze,1,4
Ayer Rajah Expressway,Y,4,1,72.2,69.6,70.7,Clear,0,7
Bukit Timah Expressway,Y,1,1,73.6,71.0,77.2,Clear,0,8
East Coast Parkway,Y,5,15,73.1,75.4,68.3,Clouds,0,7
Nicoll Highway,B,2,16,32.4,30.0,32.0,Thunderstorm,0,3
Woodlands Avenue 12,B,2,19,20.5,16.7,19.3,Rain,1,3
Bukit Timah Expressway,Y,6,5,52.6,54.6,45.4,Rain,0,6
Central Expressway,Y,4,18,42.3,40.2,40.4,Haze,1,5
Tampines Avenue 10,B,4,7,4.6,3.6,4.1,Thunderstorm,1,1
Pan Island Expressway,Y,4,18,8.5,3.9,6.1,Thunderstorm,1,2
Ayer Rajah Expressway,Y,1,12,58.5,57.1,53.3,Drizzle,0,6
Bedok North Avenue 3,C,5,20,32.4,31.4,33.6,Drizzle,0,4
Seletar Expressway,Y,5,0,63.3,64.0,67.4,Haze,0,7
Woodlands Avenue 12,B,0,12,38.7,34.6,38.9,Clear,0,4
Woodlands Avenue 12,B,4,7,27.8,29.2,28.6,Clouds,1,3
Upper Thomson Road,B,5,10,42.5,43.5,48.8,Drizzle,0,5
Central Expressway,Y,5,5,54.6,56.3,53.6,Rain,0,6
Bukit Timah Expressway,Y,2,21,37.4,39.0,41.8,Thunderstorm,0,4
Seletar Expressway,Y,5,20,69.3,65.3,68.8,Mist,0,7
Ayer Rajah Expressway,Y,6,22,64.9,61.0,60.6,Haze,0,7
Clementi Avenue 3,C,3,0,34.5,32.6,32.8,Mist,0,4
Tampines Expressway,Y,1,8,56.2,55.2,48.1,Clear,1,6
Tampines Expressway,Y,2,7,30.6,31.0,25.6,Rain,1,4
Woodlands Avenue 12,B,0,12,41.5,47.6,36.0,Drizzle,0,5
East Coast Parkway,Y,6,13,74.7,73.6,73.7,Clouds,0,8
Kallang Paya Lebar Expressway,Y,4,22,35.2,36.9,41.8,Thunderstorm,0,4
Pan Island Expressway,Y,3,20,49.2,52.5,49.8,Haze,1,5
Nicoll Highway,B,5,8,50.9,48.4,52.6,Clouds,0,6
Seletar Expressway,Y,0,13,55.2,52.7,54.7,Drizzle,0,6
Tampines Expressway,Y,0,2,68.9,66.6,62.2,Haze,0,7
Central Expressway,Y,2,15,71.7,73.8,77.1,Clouds,0,8
Ayer Rajah Expressway,Y,6,10,37.7,39.0,32.7,Thunderstorm,0,4
Pan Island Expressway,Y,0,12,80.0,81.7,76.7,Clear,0,8
Central Expressway,Y,2,10,64.0,69.2,61.6,Drizzle,0,7
Ayer Rajah Expressway,Y,3,16,36.0,32.3,27.1,Thunderstorm,0,4
Tampines Expressway,Y,1,3,41.3,41.2,40.1,Thunderstorm,0,5
Pan Island Expressway,Y,3,2,70.3,73.0,63.9,Clear,0,8
Central Expressway,Y,1,1,74.0,80.4,73.6,Clear,0,7
Tampines Avenue 10,B,6,17,35.1,36.1,31.0,Drizzle,0,4
Seletar Expressway,Y,2,2,64.4,65.6,68.2,Mist,0,7
Seletar Expressway,Y,5,6,43.0,39.3,38.9,Thunderstorm,0,5
Seletar Expressway,Y,1,12,68.5,65.9,69.7,Clouds,0,7
East Coast Parkway,Y,5,16,69.9,66.0,71.4,Drizzle,0,8
Clementi Avenue 3,C,2,4,36.2,33.3,42.6,Clouds,0,5
Central Expressway,Y,5,18,34.6,28.0,34.8,Thunderstorm,0,3
Tampines Expressway,Y,5,2,66.9,68.9,61.0,Drizzle,0,8
Ayer Rajah Expressway,Y,2,18,23.5,22.4,24.6,Rain,1,3
Pan Island Expressway,Y,1,0,63.5,61.2,64.6,Drizzle,0,7
Orchard Road,B,0,23,30.2,32.9,25.3,Rain,0,3
Kallang Paya Lebar Expressway,Y,1,2,69.6,68.3,72.6,Clear,0,8
Bukit Timah Expressway,Y,3,0,48.5,50.6,43.4,Thunderstorm,0,5
Bedok North Avenue 3,C,6,13,37.9,36.5,37.4,Clear,0,4
Clementi Avenue 3,C,0,15,21.6,25.7,20.5,Rain,0,2
Upper Thomson Road,B,3,22,38.1,40.1,40.7,Mist,0,5
Kallang Paya Lebar Expressway,Y,4,4,41.0,38.9,49.5,Thunderstorm,0,5
East Coast Parkway,Y,2,15,58.2,60.3,51.3,Rain,0,6
Orchard Road,B,2,15,39.5,36.0,40.7,Mist,0,4
Kallang Paya Lebar Expressway,Y,2,14,70.8,67.1,73.0,Clear,0,7
East Coast Parkway,Y,3,13,66.9,69.6,66.1,Mist,0,8
Pan Island Expressway,Y,3,0,43.8,47.3,40.7,Thunderstorm,0,4
Pan Island Expressway,Y,0,11,64.5,66.7,65.2,Mist,0,7
Nicoll Highway,B,6,11,34.6,35.0,34.4,Rain,0,4
Bukit Timah Expressway,Y,5,1,61.5,64.3,68.4,Mist,0,7
Seletar Expressway,Y,2,14,63.0,67.3,67.5,Drizzle,0,7
Bukit Timah Expressway,Y,0,4,34.7,36.4,36.3,Thunderstorm,0,4
Pan Island Expressway,Y,3,14,62.6,60.3,64.9,Drizzle,0,6
East Coast Parkway,Y,3,2,72.7,70.5,68.3,Clouds,0,8
Woodlands Avenue 12,B,1,16,38.0,41.6,36.7,Drizzle,0,4
Central Expressway,Y,2,3,63.3,64.2,58.0,Mist,0,7
Seletar Expressway,Y,6,5,55.7,56.4,52.1,Rain,0,6
Bukit Timah Expressway,Y,2,6,65.8,68.3,60.9,Haze,0,7
Central Expressway,Y,5,8,64.8,70.1,63.3,Clouds,0,7
Orchard Road,B,6,2,39.4,40.6,45.1,Mist,0,5
Central Expressway,Y,1,20,30.7,30.9,27.7,Rain,1,3
Tampines Expressway,Y,0,16,75.8,81.0,81.0,Clouds,0,8
Seletar Expressway,Y,2,21,54.1,53.4,57.2,Rain,0,6
Woodlands Avenue 12,B,6,9,33.5,33.7,41.0,Rain,0,3
Bedok North Avenue 3,C,4,17,17.9,17.3,14.8,Drizzle,1,2
Tampines Expressway,Y,5,7,63.4,68.3,57.3,Mist,0,7
Seletar Expressway,Y,5,16,60.5,62.4,66.4,Haze,0,6
Tampines Expressway,Y,3,13,64.4,62.6,72.1,Drizzle,0,7
Bedok North Avenue 3,C,5,21,20.7,18.2,22.6,Rain,0,3
Bedok North Avenue 3,C,4,20,9.4,2.9,9.8,Thunderstorm,1,1
Bedok North Avenue 3,C,0,2,33.2,34.3,37.9,Mist,0,4
Bukit Timah Expressway,Y,3,12,55.8,53.0,57.5,Drizzle,0,6
East Coast Parkway,Y,3,22,74.4,73.1,80.7,Clear,0,7
Tampines Expressway,Y,5,5,65.8,65.0,70.1,Mist,0,7
Upper Thomson Road,B,2,11,29.0,34.6,26.2,Rain,0,4
Nicoll Highway,B,2,3,50.7,51.3,49.4,Clouds,0,5
Tampines Avenue 10,B,0,13,44.2,45.3,47.8,Clouds,0,5
Clementi Avenue 3,C,5,7,34.8,38.2,42.7,Haze,0,4
Ayer Rajah Expressway,Y,3,15,63.1,61.4,71.0,Mist,0,6
Clementi Avenue 3,C,5,10,39.0,38.8,41.5,Clouds,0,4
East Coast Parkway,Y,0,23,74.2,73.5,70.7,Clouds,0,8
Kallang Paya Lebar Expressway,Y,6,22,64.0,65.4,61.9,Mist,0,6
Upper Thomson Road,B,1,10,23.7,26.7,32.7,Thunderstorm,0,3
Bedok North Avenue 3,C,3,4,14.3,15.0,10.3,Thunderstorm,0,2
Clementi Avenue 3,C,5,23,29.8,38.6,34.8,Mist,0,4
Nicoll Highway,B,5,15,50.2,48.1,47.3,Haze,0,6
Pan Island Expressway,Y,6,22,65.2,68.9,67.4,Drizzle,0,7
Ayer Rajah Expressway,Y,6,21,74.8,76.3,76.5,Clear,0,8
Kallang Paya Lebar Expressway,Y,1,10,54.3,56.2,60.2,Rain,0,6
Clementi Avenue 3,C,0,22,18.5,21.8,10.5,Thunderstorm,0,3
Pan Island Expressway,Y,4,20,10.8,11.1,11.1,Thunderstorm,1,2
Pan Island Expressway,Y,6,7,55.2,57.7,57.2,Rain,0,6
Pan Island Expressway,Y,2,2,53.4,57.3,63.8,Rain,0,6
Bukit Timah Expressway,Y,1,0,37.4,26.6,45.1,Thunderstorm,0,4
Bedok North Avenue 3,C,6,3,37.0,34.9,37.7,Clear,0,4
East Coast Parkway,Y,1,23,65.2,62.5,62.2,Haze,0,7
Kallang Paya Lebar Expressway,Y,3,22,61.4,55.7,53.6,Drizzle,0,7
Seletar Expressway,Y,5,23,77.0,81.7,76.1,Clear,0,8
Clementi Avenue 3,C,2,1,32.4,32.4,47.9,Rain,0,4
Upper Thomson Road,B,6,1,40.0,44.1,42.4,Mist,0,4
Orchard Road,B,3,21,45.0,45.9,40.8,Clear,0,5
Tampines Expressway,Y,0,20,60.2,56.6,64.3,Clear,1,7
Central Expressway,Y,0,12,68.2,69.0,62.1,Haze,0,7
Woodlands Avenue 12,B,2,20,24.0,25.1,21.8,Drizzle,1,3
Nicoll Highway,B,3,23,55.0,53.6,51.7,Clouds,0,5
Nicoll Highway,B,0,16,29.0,33.6,33.4,Thunderstorm,0,3
Seletar Expressway,Y,0,6,67.3,70.6,73.2,Mist,0,7
Central Expressway,Y,6,21,66.8,70.3,74.6,Clouds,0,7
East Coast Parkway,Y,4,4,41.3,41.1,37.4,Thunderstorm,0,5
Tampines Expressway,Y,4,18,55.5,58.3,51.8,Clear,1,7
Tampines Avenue 10,B,6,18,40.0,32.3,43.4,Haze,0,5
Ayer Rajah Expressway,Y,5,6,77.3,76.2,75.5,Clear,0,8
Orchard Road,B,1,5,43.0,49.5,41.5,Clear,0,5
Bedok North Avenue 3,C,6,20,26.1,16.0,24.8,Rain,0,3
Seletar Expressway,Y,2,13,73.9,73.1,82.9,Haze,0,8
Bedok North Avenue 3,C,3,19,25.9,26.4,25.7,Clouds,1,3
East Coast Parkway,Y,6,17,78.8,74.5,79.0,Clouds,0,8
Central Expressway,Y,4,22,42.9,50.0,47.2,Thunderstorm,0,5
Seletar Expressway,Y,2,19,34.9,32.3,34.5,Mist,1,4
Pan Island Expressway,Y,1,3,78.7,77.1,73.7,Clouds,0,8
Pan Island Expressway,Y,6,6,67.5,64.9,61.9,Drizzle,0,7
Tampines Expressway,Y,2,2,72.3,73.5,68.8,Drizzle,0,8
Bukit Timah Expressway,Y,3,7,36.0,31.5,37.3,Haze,1,4
Nicoll Highway,B,4,4,48.1,48.9,51.1,Mist,0,5
Bukit Timah Expressway,Y,2,5,50.4,47.2,50.7,Rain,0,5
Tampines Expressway,Y,5,22,40.0,40.7,34.9,Thunderstorm,0,5
Orchard Road,B,4,14,45.0,48.3,46.8,Clear,0,5
Nicoll Highway,B,3,20,22.1,26.1,29.9,Drizzle,1,3
Upper Thomson Road,B,3,21,41.5,40.0,37.1,Mist,0,5
Kallang Paya Lebar Expressway,Y,6,13,67.4,62.8,74.5,Clouds,0,7
Orchard Road,B,3,22,36.1,33.2,40.1,Drizzle,0,4
Tampines Avenue 10,B,5,19,35.8,35.6,34.5,Drizzle,0,5
Pan Island Expressway,Y,6,18,80.0,80.8,76.6,Clouds,0,8
Tampines Expressway,Y,1,6,76.5,78.4,82.0,Clear,0,8
Tampines Avenue 10,B,2,21,39.6,40.1,36.2,Drizzle,0,5
Orchard Road,B,1,15,28.5,30.2,24.9,Rain,0,3
Seletar Expressway,Y,2,16,60.8,64.9,62.4,Mist,0,7
Nicoll Highway,B,4,11,49.4,48.4,41.5,Mist,0,6
Ayer Rajah Expressway,Y,0,4,36.5,30.2,41.6,Thunderstorm,0,4
Tampines Avenue 10,B,6,16,48.0,51.0,49.2,Clear,0,5
Bedok North Avenue 3,C,5,2,17.0,17.1,18.6,Thunderstorm,0,2
Central Expressway,Y,3,4,70.3,67.4,78.0,Haze,0,8
East Coast Parkway,Y,5,20,69.2,67.3,64.2,Drizzle,0,7
Nicoll Highway,B,2,11,47.0,44.7,40.5,Haze,0,5
Ayer Rajah Expressway,Y,5,8,71.0,67.1,70.3,Haze,0,8
Ayer Rajah Expressway,Y,3,20,44.3,44.3,41.9,Drizzle,1,5
Tampines Expressway,Y,1,12,79.4,86.5,68.6,Clear,0,8
Central Expressway,Y,3,13,66.8,63.2,59.8,Haze,0,8
Nicoll Highway,B,2,15,49.1,48.2,50.8,Haze,0,6
Ayer Rajah Expressway,Y,3,2,64.3,64.8,67.2,Drizzle,0,7
Woodlands Avenue 12,B,2,11,39.7,40.8,42.9,Mist,0,4
Woodlands Avenue 12,B,2,9,17.4,12.6,26.4,Drizzle,1,3
Bedok North Avenue 3,C,3,8,19.5,18.3,28.3,Haze,1,2
Central Expressway,Y,2,22,75.0,71.0,82.4,Clear,0,8
Ayer Rajah Expressway,Y,1,14,74.5,76.3,62.6,Clear,0,8
Central Expressway,Y,0,3,72.4,74.9,67.4,Clear,0,8
Seletar Expressway,Y,2,16,67.7,69.8,63.5,Haze,0,7
Pan Island Expressway,Y,3,21,62.5,58.3,50.0,Drizzle,0,7
Bukit Timah Expressway,Y,2,5,75.0,77.7,85.3,Clear,0,8
Bedok North Avenue 3,C,3,15,33.8,30.0,30.0,Clouds,0,3
Kallang Paya Lebar Expressway,Y,1,18,45.3,43.2,49.2,Haze,1,5
Woodlands Avenue 12,B,6,12,41.5,43.2,43.1,Clouds,0,5
Kallang Paya Lebar Expressway,Y,3,10,33.7,36.4,27.1,Thunderstorm,0,4
Central Expressway,Y,5,20,43.6,42.4,34.9,Rain,0,6
Bukit Timah Expressway,Y,3,15,64.3,59.6,70.9,Drizzle,0,7
Clementi Avenue 3,C,1,0,29.0,32.6,32.6,Rain,0,3
Seletar Expressway,Y,1,5,68.2,63.8,66.1,Mist,0,7
Clementi Avenue 3,C,5,4,38.3,31.4,30.7,Clouds,0,4
Bedok North Avenue 3,C,6,3,30.1,27.7,38.7,Drizzle,0,4
Nicoll Highway,B,5,20,27.7,26.0,25.9,Thunderstorm,0,3
Clementi Avenue 3,C,1,20,32.0,33.2,43.7,Clear,1,4
Ayer Rajah Expressway,Y,5,0,78.0,75.5,80.3,Clear,0,8
Tampines Avenue 10,B,3,23,45.1,39.3,36.3,Clouds,0,5
Upper Thomson Road,B,4,1,47.1,43.2,45.2,Clear,0,5
Tampines Avenue 10,B,6,3,42.0,46.1,38.4,Haze,0,5
Pan Island Expressway,Y,2,1,66.8,68.6,73.0,Clouds,0,8
Tampines Expressway,Y,5,22,65.5,63.5,64.5,Drizzle,0,7
Bedok North Avenue 3,C,6,8,35.3,35.3,49.1,Haze,0,4
Seletar Expressway,Y,6,20,77.0,77.2,85.3,Clouds,0,8
Ayer Rajah Expressway,Y,2,0,54.9,58.9,54.4,Rain,0,5
Pan Island Expressway,Y,1,0,80.0,79.4,79.5,Clouds,0,8
Ayer Rajah Expressway,Y,6,1,63.4,62.0,68.8,Mist,0,6
East Coast Parkway,Y,1,20,39.8,43.7,39.2,Drizzle,1,5
Seletar Expressway,Y,2,8,50.3,50.3,51.5,Haze,1,6
Bukit Timah Expressway,Y,4,13,70.8,71.6,67.3,Clouds,0,8
Nicoll Highway,B,6,16,48.2,48.6,47.2,Haze,0,6
Seletar Expressway,Y,6,2,69.6,65.6,71.2,Mist,0,7
Pan Island Expressway,Y,3,12,40.9,39.3,36.4,Thunderstorm,0,5
Ayer Rajah Expressway,Y,0,21,72.6,75.2,66.4,Clear,0,8
Upper Thomson Road,B,6,21,21.4,21.3,25.0,Thunderstorm,0,2
Clementi Avenue 3,C,1,19,15.4,14.9,22.6,Mist,1,2
Clementi Avenue 3,C,2,18,17.0,22.0,20.6,Mist,1,2
Ayer Rajah Expressway,Y,1,5,43.2,46.2,45.4,Thunderstorm,0,5
Clementi Avenue 3,C,3,2,36.0,33.1,37.2,Clouds,0,4
Upper Thomson Road,B,5,11,38.6,38.3,47.3,Drizzle,0,4
Bukit Timah Expressway,Y,3,4,48.1,47.2,51.6,Rain,0,5
Ayer Rajah Expressway,Y,5,1,66.0,66.0,58.5,Haze,0,7
East Coast Parkway,Y,2,18,54.6,52.4,51.0,Clouds,1,6
Central Expressway,Y,4,16,57.0,62.7,60.4,Rain,0,6
Orchard Road,B,2,19,18.7,21.2,18.5,Drizzle,1,3
Bedok North Avenue 3,C,2,23,38.0,30.3,47.7,Haze,0,4
Upper Thomson Road,B,0,5,24.3,23.3,23.2,Thunderstorm,0,2
Orchard Road,B,3,22,42.4,41.6,44.6,Drizzle,0,5
Upper Thomson Road,B,4,18,30.5,26.1,33.7,Haze,1,4
Seletar Expressway,Y,6,2,65.7,69.9,65.8,Mist,0,7
Bedok North Avenue 3,C,6,14,34.4,33.7,44.1,Clouds,0,4
Upper Thomson Road,B,5,14,39.9,45.9,49.9,Haze,0,4
Bedok North Avenue 3,C,0,1,34.5,36.0,29.8,Clear,0,4
Tampines Avenue 10,B,3,21,36.2,33.7,34.0,Drizzle,0,4
East Coast Parkway,Y,4,15,69.5,67.4,71.6,Drizzle,0,7
Pan Island Expressway,Y,0,13,70.4,70.9,68.2,Mist,0,8
Tampines Avenue 10,B,1,22,43.9,42.4,46.0,Haze,0,5
Orchard Road,B,0,22,20.1,25.6,15.2,Thunderstorm,0,2
Pan Island Expressway,Y,3,7,46.5,44.3,44.8,Clouds,1,5
East Coast Parkway,Y,4,11,75.9,77.6,78.9,Clear,0,8
Pan Island Expressway,Y,3,14,75.3,73.4,76.9,Haze,0,8
Ayer Rajah Expressway,Y,0,14,66.8,65.8,67.4,Mist,0,7
Bedok North Avenue 3,C,0,18,20.6,19.5,25.0,Haze,1,3
Tampines Avenue 10,B,3,9,27.6,33.9,29.0,Clouds,1,4
Tampines Avenue 10,B,4,8,36.1,36.7,33.0,Clear,1,4
Central Expressway,Y,3,13,61.9,67.9,66.8,Mist,0,7
Bedok North Avenue 3,C,5,1,33.7,32.7,38.2,Haze,0,3
Woodlands Avenue 12,B,0,15,42.0,44.4,49.7,Haze,0,5
Bukit Timah Expressway,Y,0,22,56.3,58.2,59.0,Mist,0,7
Seletar Expressway,Y,0,22,66.0,69.1,69.7,Drizzle,0,7
Tampines Avenue 10,B,0,1,45.8,53.8,48.1,Haze,0,5
Seletar Expressway,Y,2,7,44.1,44.5,61.9,Mist,1,5
Ayer Rajah Expressway,Y,4,23,69.4,68.7,76.8,Clouds,0,8
Nicoll Highway,B,6,18,33.7,37.1,27.5,Rain,0,4
East Coast Parkway,Y,4,7,41.3,45.0,41.0,Drizzle,1,5
Seletar Expressway,Y,0,8,49.2,53.6,47.0,Clear,1,5
Upper Thomson Road,B,3,23,27.4,24.2,28.5,Thunderstorm,0,3
Seletar Expressway,Y,4,17,43.3,38.9,45.6,Clear,1,6
Bukit Timah Expressway,Y,5,3,63.4,61.9,56.9,Mist,0,6
Kallang Paya Lebar Expressway,Y,5,18,47.1,50.1,50.6,Rain,0,5
Kallang Paya Lebar Expressway,Y,5,11,74.4,73.6,77.1,Clear,0,7
Woodlands Avenue 12,B,4,0,41.7,50.5,44.2,Clear,0,4
Bukit Timah Expressway,Y,4,11,64.3,65.6,64.3,Haze,0,7
Bedok North Avenue 3,C,1,14,24.1,27.3,16.8,Rain,0,2
Central Expressway,Y,0,6,63.6,65.0,63.7,Drizzle,0,8
Tampines Avenue 10,B,1,14,40.6,41.8,46.8,Drizzle,0,4
Clementi Avenue 3,C,0,22,35.3,33.0,33.8,Mist,0,4
Ayer Rajah Expressway,Y,1,2,73.4,69.5,83.2,Clouds,0,8
Nicoll Highway,B,1,1,45.4,44.1,49.7,Mist,0,4
Upper Thomson Road,B,5,15,43.2,46.2,52.3,Haze,0,5
Nicoll Highway,B,4,7,27.7,31.4,40.7,Drizzle,1,4
Tampines Avenue 10,B,3,9,22.8,22.6,24.5,Drizzle,1,3
Kallang Paya Lebar Expressway,Y,6,15,62.3,61.1,58.3,Haze,0,7
Pan Island Expressway,Y,1,7,41.1,40.7,44.3,Haze,1,5
Tampines Expressway,Y,1,13,42.5,45.2,39.9,Thunderstorm,0,5
Nicoll Highway,B,6,14,39.2,34.6,35.6,Rain,0,4
Orchard Road,B,3,10,40.1,42.5,35.0,Haze,0,5
Bedok North Avenue 3,C,0,0,32.3,33.7,30.7,Haze,0,4
Central Expressway,Y,5,8,56.1,56.8,63.9,Drizzle,0,6
Clementi Avenue 3,C,2,15,35.6,38.6,42.3,Clouds,0,5
